Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2
Martyetal_2022,Exp_5,34,Test,Intermediate,Positive,SI,Target,Mia,It is possible that the mystery box contains a green ball.,A-A-A,a green ball,a green ball,a green ball,green,grey,blue,yellow,Bad,Good
Martyetal_2022,Exp_5,35,Test,Intermediate,Positive,DIST,Target,Sam,It is certain that the mystery box contains either a grey ball or a yellow ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,yellow,green,blue,Bad,Good
Martyetal_2022,Exp_5,36,Test,Intermediate,Positive,II,Bad,Sam,The mystery box contains either a grey ball or a green ball.,D-C-D,a yellow ball,a blue ball,a yellow ball,grey,green,blue,yellow,Bad,Good
Martyetal_2022,Exp_5,37,Test,Intermediate,Negative,II,Bad,Mia,The mystery box does not contain both a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,yellow,grey,Bad,Good
Martyetal_2022,Exp_5,38,Test,Intermediate,Positive,SI,Bad,Sam,It is possible that the mystery box contains a green ball.,D-D-D,a yellow ball,a yellow ball,a yellow ball,green,blue,grey,yellow,Bad,Good
Martyetal_2022,Exp_5,39,Test,Intermediate,Positive,II,Target,Mia,The mystery box contains either a grey ball or a green ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good
Martyetal_2022,Exp_5,40,Test,Intermediate,Negative,SI,Target,Sam,It is possible that the mystery box does not contain a blue ball.,D-D-D,a green ball,a green ball,a green ball,blue,yellow,grey,green,Bad,Good
Martyetal_2022,Exp_5,41,Test,Intermediate,Negative,DIST,Bad,Mia,It is certain that the mystery box does not contain both a blue ball and a green ball.,A-AB-B,a blue ball,a blue ball and a green ball,a green ball,blue,green,grey,yellow,Bad,Good
Martyetal_2022,Exp_5,42,Test,Intermediate,Negative,SI,Target,Sam,It is possible that the mystery box does not contain a yellow ball.,D-D-D,a grey ball,a grey ball,a grey ball,yellow,green,blue,grey,Bad,Good
Martyetal_2022,Exp_5,43,Test,Intermediate,Positive,DIST,Bad,Mia,It is certain that the mystery box contains either a blue ball or a yellow ball.,A-C-B,a blue ball,a green ball,a yellow ball,blue,yellow,green,grey,Bad,Good
Martyetal_2022,Exp_5,44,Test,Intermediate,Positive,FC,Target,Sam,It is possible that the mystery box contains either a yellow ball or a grey ball.,A-C-A,a yellow ball,a blue ball,a yellow ball,yellow,grey,blue,green,Bad,Good
Martyetal_2022,Exp_5,45,Test,Intermediate,Negative,FC,Bad,Mia,It is possible that the mystery box does not contain both a green ball and a yellow ball.,AB-AB-AB,a green ball and a yellow ball,a green ball and a yellow ball,a green ball and a yellow ball,green,yellow,grey,blue,Bad,Good
Martyetal_2022,Exp_5,46,Test,Intermediate,Positive,FC,Bad,Mia,It is possible that the mystery box contains either a green ball or a grey ball.,D-C-D,a blue ball,a yellow ball,a blue ball,green,grey,yellow,blue,Bad,Good
Martyetal_2022,Exp_5,47,Test,Intermediate,Negative,FC,Good,Sam,It is possible that the mystery box does not contain both a grey ball and a blue ball.,A-AB-B,a grey ball,a grey ball and a blue ball,a blue ball,grey,blue,green,yellow,Bad,Good
Martyetal_2022,Exp_5,48,Test,Intermediate,Negative,DIST,Good,Mia,It is certain that the mystery box does not contain both a green ball and a grey ball.,A-B-A,a green ball,a grey ball,a green ball,green,grey,yellow,blue,Bad,Good
Martyetal_2022,Exp_5,49,Test,Intermediate,Negative,II,Good,Mia,The mystery box does not contain both a blue ball and a yellow ball.,A-B-A,a blue ball,a yellow ball,a blue ball,blue,yellow,grey,green,Bad,Good
Martyetal_2022,Exp_5,50,Test,Intermediate,Positive,SI,Target,Sam,It is possible that the mystery box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,green,yellow,Bad,Good
Martyetal_2022,Exp_5,51,Test,Intermediate,Positive,II,Good,Mia,The mystery box contains either a grey ball or a yellow ball.,A-B-A,a grey ball,a yellow ball,a grey ball,grey,yellow,blue,green,Bad,Good
Martyetal_2022,Exp_5,52,Test,Intermediate,Positive,FC,Bad,Sam,It is possible that the mystery box contains either a yellow ball or a blue ball.,D-C-D,a grey ball,a green ball,a grey ball,yellow,blue,green,grey,Bad,Good
Martyetal_2022,Exp_5,53,Test,Intermediate,Negative,II,Target,Mia,The mystery box does not contain both a blue ball and a green ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,green,yellow,grey,Bad,Good
Martyetal_2022,Exp_5,54,Test,Intermediate,Positive,DIST,Good,Mia,It is certain that the mystery box contains either a grey ball or a blue ball.,A-AB-B,a grey ball,a grey ball and a blue ball,a blue ball,grey,blue,green,yellow,Bad,Good
Martyetal_2022,Exp_5,55,Test,Intermediate,Positive,SI,Good,Mia,It is possible that the mystery box contains a grey ball.,A-D-C,a grey ball,a yellow ball,a blue ball,grey,green,blue,yellow,Bad,Good
Martyetal_2022,Exp_5,56,Test,Intermediate,Positive,DIST,Bad,Mia,It is certain that the mystery box contains either a blue ball or a grey ball.,A-C-B,a blue ball,a yellow ball,a grey ball,blue,grey,yellow,green,Bad,Good
Martyetal_2022,Exp_5,57,Test,Intermediate,Negative,FC,Good,Sam,It is possible that the mystery box does not contain both a green ball and a grey ball.,A-AB-B,a green ball,a green ball and a grey ball,a grey ball,green,grey,blue,yellow,Bad,Good
Martyetal_2022,Exp_5,58,Test,Intermediate,Positive,II,Target,Mia,The mystery box contains either a green ball or a yellow ball.,A-A-A,a green ball,a green ball,a green ball,green,yellow,grey,blue,Bad,Good
Martyetal_2022,Exp_5,59,Test,Intermediate,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a blue ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,grey,green,yellow,Bad,Good
Martyetal_2022,Exp_5,60,Test,Intermediate,Negative,SI,Bad,Mia,It is possible that the mystery box does not contain a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good
Martyetal_2022,Exp_5,61,Test,Intermediate,Positive,DIST,Target,Mia,It is certain that the mystery box contains either a grey ball or a yellow ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,yellow,green,blue,Bad,Good
Martyetal_2022,Exp_5,62,Test,Intermediate,Negative,DIST,Target,Sam,It is certain that the mystery box does not contain both a yellow ball and a grey ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good
Martyetal_2022,Exp_5,63,Test,Intermediate,Positive,SI,Bad,Mia,It is possible that the mystery box contains a yellow ball.,D-D-D,a grey ball,a grey ball,a grey ball,yellow,green,blue,grey,Bad,Good
Martyetal_2022,Exp_5,64,Test,Intermediate,Positive,FC,Good,Sam,It is possible that the mystery box contains either a blue ball or a yellow ball.,A-C-B,a blue ball,a green ball,a yellow ball,blue,yellow,green,grey,Bad,Good
Martyetal_2022,Exp_5,65,Test,Intermediate,Positive,DIST,Target,Mia,It is certain that the mystery box contains either a grey ball or a yellow ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,yellow,green,blue,Bad,Good
Martyetal_2022,Exp_5,66,Test,Intermediate,Negative,DIST,Bad,Sam,It is certain that the mystery box does not contain both a yellow ball and a blue ball.,A-AB-B,a yellow ball,a yellow ball and a blue ball,a blue ball,yellow,blue,green,grey,Bad,Good
Martyetal_2022,Exp_5,67,Test,Intermediate,Positive,FC,Good,Mia,It is possible that the mystery box contains either a blue ball or a green ball.,A-C-B,a blue ball,a grey ball,a green ball,blue,green,grey,yellow,Bad,Good
Martyetal_2022,Exp_5,68,Test,Intermediate,Positive,DIST,Good,Sam,It is certain that the mystery box contains either a blue ball or a grey ball.,A-AB-B,a blue ball,a blue ball and a grey ball,a grey ball,blue,grey,green,yellow,Bad,Good
Martyetal_2022,Exp_5,69,Test,Intermediate,Positive,SI,Bad,Mia,It is possible that the mystery box contains a blue ball.,D-D-D,a grey ball,a grey ball,a grey ball,blue,yellow,green,grey,Bad,Good
Martyetal_2022,Exp_5,70,Test,Intermediate,Negative,II,Target,Mia,The mystery box does not contain both a grey ball and a blue ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good
Martyetal_2022,Exp_5,71,Test,Intermediate,Positive,DIST,Good,Sam,It is certain that the mystery box contains either a yellow ball or a green ball.,A-AB-B,a yellow ball,a yellow and a green ball,a green ball,yellow,green,blue,grey,Bad,Good
Martyetal_2022,Exp_5,72,Test,Intermediate,Negative,FC,Target,Sam,It is possible that the mystery box does not contain both a blue ball and a grey ball.,A-AB-A,a blue ball,a blue ball and a grey ball,a blue ball,blue,grey,yellow,green,Bad,Good
Martyetal_2022,Exp_5,73,Test,Intermediate,Positive,FC,Target,Sam,It is possible that the mystery box contains either a grey ball or a green ball.,A-C-A,a grey ball,a blue ball,a grey ball,grey,green,blue,yellow,Bad,Good
Martyetal_2022,Exp_5,74,Test,Intermediate,Negative,FC,Target,Sam,It is possible that the mystery box does not contain both a green ball and a blue ball.,A-AB-A,a green ball,a green ball and a blue ball,a green ball,green,blue,grey,yellow,Bad,Good
Martyetal_2022,Exp_5,75,Test,Intermediate,Positive,SI,Target,Mia,It is possible that the mystery box contains a green ball.,A-A-A,a green ball,a green ball,a green ball,green,blue,grey,yellow,Bad,Good
Martyetal_2022,Exp_5,76,Test,Intermediate,Negative,DIST,Good,Sam,It is certain that the mystery box does not contain both a grey ball and a yellow ball.,A-B-A,a grey ball,a yellow ball,a grey ball,grey,yellow,blue,green,Bad,Good
Martyetal_2022,Exp_5,77,Test,Intermediate,Positive,II,Target,Mia,The mystery box contains either a green ball or a grey ball.,A-A-A,a green ball,a green ball,a green ball,green,grey,blue,yellow,Bad,Good
Martyetal_2022,Exp_5,78,Test,Intermediate,Positive,FC,Bad,Sam,It is possible that the mystery box contains either a green ball or a yellow ball.,D-C-D,a grey ball,a blue ball,a grey ball,green,yellow,blue,grey,Bad,Good
Martyetal_2022,Exp_5,79,Test,Intermediate,Positive,II,Good,Sam,The mystery box contains either a blue ball or a yellow ball.,A-B-A,a blue ball,a yellow ball,a blue ball,blue,yellow,green,grey,Bad,Good
Martyetal_2022,Exp_5,80,Test,Intermediate,Positive,II,Bad,Mia,The mystery box contains either a yellow ball or a green ball.,D-C-D,a blue ball,a grey ball,a blue ball,yellow,green,grey,blue,Bad,Good
Martyetal_2022,Exp_5,81,Test,Intermediate,Positive,SI,Good,Mia,It is possible that the mystery box contains a yellow ball.,A-D-C,a yellow ball,a blue ball,a grey ball,yellow,green,grey,blue,Bad,Good
Martyetal_2022,Exp_5,82,Test,Intermediate,Negative,II,Target,Mia,The mystery box does not contain both a blue ball and a green ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,green,grey,yellow,Bad,Good
Martyetal_2022,Exp_5,83,Test,Intermediate,Negative,SI,Good,Mia,It is possible that the mystery box does not contain a grey ball.,A-D-A,a grey ball,a blue ball,a grey ball,grey,green,yellow,blue,Bad,Good
Martyetal_2022,Exp_5,84,Test,Intermediate,Negative,FC,Target,Sam,It is possible that the mystery box does not contain both a yellow ball and a blue ball.,A-AB-A,a yellow ball,a yellow ball and a blue ball,a yellow ball,yellow,blue,grey,green,Bad,Good
Martyetal_2022,Exp_5,85,Test,Intermediate,Negative,DIST,Bad,Sam,It is certain that the mystery box does not contain both a green ball and a grey ball.,A-AB-B,a green ball,a green ball and a grey ball,a grey ball,green,grey,blue,yellow,Bad,Good
Martyetal_2022,Exp_5,86,Test,Intermediate,Negative,DIST,Target,Sam,It is certain that the mystery box does not contain both a yellow ball and a green ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,grey,blue,Bad,Good
Martyetal_2022,Exp_5,87,Test,Intermediate,Negative,DIST,Good,Mia,It is certain that the mystery box does not contain both a blue ball and a green ball.,A-B-A,a blue ball,a green ball,a blue ball,blue,green,grey,yellow,Bad,Good
Martyetal_2022,Exp_5,88,Test,Intermediate,Positive,FC,Good,Sam,It is possible that the mystery box contains either a grey ball or a blue ball.,A-C-B,a grey ball,a yellow ball,a blue ball,grey,blue,yellow,green,Bad,Good
Martyetal_2022,Exp_5,89,Test,Intermediate,Negative,FC,Bad,Sam,It is possible that the mystery box does not contain both a grey ball and a blue ball.,AB-AB-AB,a grey ball and a blue ball,a grey ball and a blue ball,a grey ball and a blue ball,grey,blue,yellow,green,Bad,Good
Martyetal_2022,Exp_5,90,Test,Intermediate,Negative,DIST,Target,Mia,It is certain that the mystery box does not contain both a grey ball and a blue ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good
Martyetal_2022,Exp_5,91,Test,Intermediate,Negative,II,Bad,Mia,The mystery box does not contain both a grey ball and a yellow ball.,AB-AB-AB,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball and a yellow ball,grey,yellow,blue,green,Bad,Good
Martyetal_2022,Exp_5,92,Test,Intermediate,Positive,II,Bad,Sam,The mystery box contains either a grey ball or a yellow ball.,D-C-D,a green ball,a blue ball,a green ball,grey,yellow,blue,green,Bad,Good
Martyetal_2022,Exp_5,93,Test,Intermediate,Negative,II,Good,Mia,The mystery box does not contain both a blue ball and a green ball.,A-B-A,a blue ball,a green ball,a blue ball,blue,green,yellow,grey,Bad,Good
Martyetal_2022,Exp_5,94,Test,Intermediate,Negative,II,Good,Mia,The mystery box does not contain both a blue ball and a green ball.,A-B-A,a blue ball,a green ball,a blue ball,blue,green,grey,yellow,Bad,Good
Martyetal_2022,Exp_5,95,Test,Intermediate,Negative,II,Bad,Mia,The mystery box does not contain both a blue ball and a grey ball.,AB-AB-AB,a blue ball and a grey ball,a blue ball and a grey ball,a blue ball and a grey ball,blue,grey,yellow,green,Bad,Good
Martyetal_2022,Exp_5,96,Test,Intermediate,Negative,SI,Good,Mia,It is possible that the mystery box does not contain a grey ball.,A-D-A,a grey ball,a yellow ball,a grey ball,grey,blue,green,yellow,Bad,Good
Martyetal_2022,Exp_6,1,Training,Low,NA,NA,Bad,Mia,It is certain that the mystery box contains a green ball.,A-D-A,a green ball,a grey ball,a green ball,green,yellow,blue,grey,Bad,Good
Martyetal_2022,Exp_6,2,Training,Low,NA,NA,Bad,Mia,It is not possible that the mystery box contains a yellow ball or a green ball.,A-C-B,a yellow ball,a blue ball,a green ball,yellow,green,blue,grey,Bad,Good
Martyetal_2022,Exp_6,3,Training,Low,NA,NA,Bad,Mia,It is certain that the mystery box contains both a blue ball and a yellow ball.,A-AB-B,a blue ball,a blue ball and a yellow ball,a yellow ball,blue,yellow,green,grey,Bad,Good
Martyetal_2022,Exp_6,4,Training,Low,NA,NA,Good,Sam,It is not possible that the mystery box contains a yellow ball or a blue ball.,D-C-D,a grey ball,a green ball,a grey ball,yellow,blue,green,grey,Bad,Good
Martyetal_2022,Exp_6,5,Training,Low,NA,NA,Bad,Mia,It is not possible that the mystery box contains a yellow ball.,A-D-C,a yellow ball,a green ball,a blue ball,yellow,grey,blue,green,Bad,Good
Martyetal_2022,Exp_6,6,Training,Low,NA,NA,Bad,Sam,It is not possible that the mystery box contains a blue ball or a green ball.,A-C-B,a blue ball,a yellow ball,a green ball,blue,green,yellow,grey,Bad,Good
Martyetal_2022,Exp_6,7,Training,Low,NA,NA,Bad,Mia,It is not possible that the mystery box contains a green ball.,A-D-C,a green ball,a grey ball,a yellow ball,green,blue,yellow,grey,Bad,Good
Martyetal_2022,Exp_6,8,Training,Low,NA,NA,Good,Mia,It is not possible that the mystery box contains a yellow ball.,D-D-D,a green ball,a green ball,a green ball,yellow,grey,blue,green,Bad,Good
Martyetal_2022,Exp_6,9,Training,Low,NA,NA,Bad,Sam,It is certain that the mystery box contains both a grey ball and a yellow ball.,A-AB-B,a grey ball,a grey ball and a yellow ball,a yellow ball,grey,yellow,blue,green,Bad,Good
Martyetal_2022,Exp_6,10,Training,Low,NA,NA,Good,Sam,It is certain that the mystery box contains both a yellow ball and a grey ball.,AB-AB-AB,a yellow ball and a grey ball,a yellow ball and a grey ball,a yellow ball and a grey ball,yellow,grey,green,blue,Bad,Good
Martyetal_2022,Exp_6,11,Training,Low,NA,NA,Bad,Sam,It is not possible that the mystery box contains a yellow ball or a grey ball.,A-C-B,a yellow ball,a blue ball,a grey ball,yellow,grey,blue,green,Bad,Good
Martyetal_2022,Exp_6,12,Training,Low,NA,NA,Bad,Sam,It is certain that the mystery box contains a blue ball.,A-D-A,a blue ball,a yellow ball,a blue ball,blue,green,grey,yellow,Bad,Good
Martyetal_2022,Exp_6,13,Training,Low,NA,NA,Good,Mia,It is not possible that the mystery box contains a green ball.,D-D-D,a yellow ball,a yellow ball,a yellow ball,green,blue,grey,yellow,Bad,Good
Martyetal_2022,Exp_6,14,Training,Low,NA,NA,Good,Sam,It is not possible that the mystery box contains a grey ball.,D-D-D,a yellow ball,a yellow ball,a yellow ball,grey,green,blue,yellow,Bad,Good
Martyetal_2022,Exp_6,15,Training,Low,NA,NA,Good,Sam,It is not possible that the mystery box contains a green ball or a blue ball.,D-C-D,a grey ball,a yellow ball,a grey ball,green,blue,yellow,grey,Bad,Good
Martyetal_2022,Exp_6,16,Training,Low,NA,NA,Good,Mia,It is not possible that the mystery box contains a blue ball or a grey ball.,D-C-D,a yellow ball,a green ball,a yellow ball,blue,grey,green,yellow,Bad,Good
Martyetal_2022,Exp_6,17,Training,Low,NA,NA,Bad,Sam,It is not possible that the mystery box contains a blue ball.,A-D-C,a blue ball,a green ball,a yellow ball,blue,grey,yellow,green,Bad,Good
Martyetal_2022,Exp_6,18,Training,Low,NA,NA,Bad,Sam,It is certain that the mystery box contains both a green ball and a yellow ball.,A-AB-B,a green ball,a green ball and a yellow ball,a yellow ball,green,yellow,grey,blue,Bad,Good
Martyetal_2022,Exp_6,19,Training,Low,NA,NA,Good,Mia,It is certain that the mystery box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,yellow,green,blue,Bad,Good
Martyetal_2022,Exp_6,20,Training,Low,NA,NA,Good,Sam,It is certain that the mystery box contains a green ball.,A-A-A,a green ball,a green ball,a green ball,green,yellow,blue,grey,Bad,Good
Martyetal_2022,Exp_6,21,Training,Low,NA,NA,Good,Mia,It is certain that the mystery box contains both a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,yellow,grey,Bad,Good
Martyetal_2022,Exp_6,22,Training,Low,NA,NA,Bad,Mia,It is certain that the mystery box contains a grey ball.,A-D-A,a grey ball,a blue ball,a grey ball,grey,green,yellow,blue,Bad,Good
Martyetal_2022,Exp_6,23,Training,Low,NA,NA,Good,Mia,It is certain that the mystery box contains both a green ball and a grey ball.,AB-AB-AB,a green ball and a grey ball,a green ball and a grey ball,a green ball and a grey ball,green,grey,yellow,blue,Bad,Good
Martyetal_2022,Exp_6,24,Training,Low,NA,NA,Good,Mia,It is certain that the mystery box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,yellow,blue,green,Bad,Good
Martyetal_2022,Exp_6,25,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good
Martyetal_2022,Exp_6,26,Test,Low,Positive,FC,Good,Sam,It is possible that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good
Martyetal_2022,Exp_6,27,Test,Low,Positive,SI,Good,Mia,It is possible that the mystery box contains a green ball.,A-D-C,a green ball,a grey ball,a blue ball,green,yellow,blue,grey,Bad,Good
Martyetal_2022,Exp_6,28,Test,Low,Positive,DIST,Bad,Sam,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good
Martyetal_2022,Exp_6,29,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a grey ball or it contains a blue ball.,D-C-D,a green ball,a yellow ball,a green ball,grey,blue,yellow,green,Bad,Good
Martyetal_2022,Exp_6,30,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a green ball or it contains a blue ball.,A-A-A,a green ball,a green ball,a green ball,green,blue,yellow,grey,Bad,Good
Martyetal_2022,Exp_6,31,Test,Low,Negative,DIST,Bad,Sam,It is certain that either the mystery box does not contain a blue ball or it does not contain a yellow ball.,A-AB-B,a blue ball,a blue ball and a yellow ball,a yellow ball,blue,yellow,green,grey,Bad,Good
Martyetal_2022,Exp_6,32,Test,Low,Negative,DIST,Good,Mia,It is certain that either the mystery box does not contain a green ball or it does not contain a blue ball.,A-B-A,a green ball,a blue ball,a green ball,green,blue,yellow,grey,Bad,Good
Martyetal_2022,Exp_6,33,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a blue ball or it contains a yellow ball.,D-C-D,a grey ball,a green ball,a grey ball,blue,yellow,green,grey,Bad,Good
Martyetal_2022,Exp_6,34,Test,Low,Negative,II,Good,Mia,Either the mystery box does not contain a grey ball or it does not contain a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good
Martyetal_2022,Exp_6,35,Test,Low,Positive,DIST,Target,Mia,It is certain that either the mystery box contains a yellow ball or it contains a blue ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,blue,green,grey,Bad,Good
Martyetal_2022,Exp_6,36,Test,Low,Negative,DIST,Target,Sam,It is certain that either the mystery box does not contain a yellow ball or it does not contain a green ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,blue,grey,Bad,Good
Martyetal_2022,Exp_6,37,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a blue ball or it contains a green ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,green,grey,yellow,Bad,Good
Martyetal_2022,Exp_6,38,Test,Low,Positive,SI,Bad,Sam,It is possible that the mystery box contains a yellow ball.,D-D-D,a blue ball,a blue ball,a blue ball,yellow,green,grey,blue,Bad,Good
Martyetal_2022,Exp_6,39,Test,Low,Negative,II,Bad,Mia,Either the mystery box does not contain a green ball or it does not contain a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,grey,yellow,Bad,Good
Martyetal_2022,Exp_6,40,Test,Low,Positive,SI,Bad,Sam,It is possible that the mystery box contains a blue ball.,D-D-D,a green ball,a green ball,a green ball,blue,grey,yellow,green,Bad,Good
Martyetal_2022,Exp_6,41,Test,Low,Positive,DIST,Target,Mia,It is certain that either the mystery box contains a blue ball or it contains a green ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,green,grey,yellow,Bad,Good
Martyetal_2022,Exp_6,42,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a green ball or it contains a yellow ball.,A-A-A,a green ball,a green ball,a green ball,green,yellow,grey,blue,Bad,Good
Martyetal_2022,Exp_6,43,Test,Low,Positive,II,Good,Mia,Either the mystery box contains a green ball or it contains a grey ball.,A-B-A,a green ball,a grey ball,a green ball,green,grey,blue,yellow,Bad,Good
Martyetal_2022,Exp_6,44,Test,Low,Negative,FC,Target,Sam,It is possible that either the mystery box does not contain a yellow ball or it does not contain a blue ball.,A-AB-A,a yellow ball,a yellow ball and a blue ball,a yellow ball,yellow,blue,green,grey,Bad,Good
Martyetal_2022,Exp_6,45,Test,Low,Positive,DIST,Good,Sam,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-AB-B,a green ball,a green ball and a yellow ball,a yellow ball,green,yellow,grey,blue,Bad,Good
Martyetal_2022,Exp_6,46,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,blue,grey,green,Bad,Good
Martyetal_2022,Exp_6,47,Test,Low,Positive,SI,Target,Sam,It is possible that the mystery box contains a green ball.,A-A-A,a green ball,a green ball,a green ball,green,grey,yellow,blue,Bad,Good
Martyetal_2022,Exp_6,48,Test,Low,Negative,II,Target,Sam,Either the mystery box does not contain a yellow ball or it does not contain a grey ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good
Martyetal_2022,Exp_6,49,Test,Low,Positive,II,Bad,Sam,Either the mystery box contains a green ball or it contains a yellow ball.,D-C-D,a blue ball,a grey ball,a blue ball,green,yellow,grey,blue,Bad,Good
Martyetal_2022,Exp_6,50,Test,Low,Negative,DIST,Bad,Sam,It is certain that either the mystery box does not contain a blue ball or it does not contain a green ball.,A-AB-B,a blue ball,a blue ball and a green ball,a green ball,blue,green,yellow,grey,Bad,Good
Martyetal_2022,Exp_6,51,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a blue ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,grey,green,yellow,Bad,Good
Martyetal_2022,Exp_6,52,Test,Low,Negative,SI,Target,Sam,It is possible that the mystery box does not contain a blue ball.,D-D-D,a green ball,a green ball,a green ball,blue,grey,yellow,green,Bad,Good
Martyetal_2022,Exp_6,53,Test,Low,Positive,FC,Bad,Mia,It is possible that either the mystery box contains a blue ball or it contains a grey ball.,D-C-D,a green ball,a yellow ball,a green ball,blue,grey,yellow,green,Bad,Good
Martyetal_2022,Exp_6,54,Test,Low,Positive,II,Good,Mia,Either the mystery box contains a green ball or it contains a blue ball.,A-B-A,a green ball,a blue ball,a green ball,green,blue,grey,yellow,Bad,Good
Martyetal_2022,Exp_6,55,Test,Low,Positive,FC,Good,Mia,It is possible that either the mystery box contains a grey ball or it contains a green ball.,A-C-B,a grey ball,a yellow ball,a green ball,grey,green,yellow,blue,Bad,Good
Martyetal_2022,Exp_6,56,Test,Low,Positive,DIST,Bad,Mia,It is certain that either the mystery box contains a yellow ball or it contains a green ball.,A-C-B,a yellow ball,a grey ball,a green ball,yellow,green,grey,blue,Bad,Good
Martyetal_2022,Exp_6,57,Test,Low,Positive,FC,Target,Sam,It is possible that either the mystery box contains a green ball or it contains a yellow ball.,A-C-A,a green ball,a blue ball,a green ball,green,yellow,blue,grey,Bad,Good
Martyetal_2022,Exp_6,58,Test,Low,Negative,II,Bad,Mia,Either the mystery box does not contain a yellow ball or it does not contain a blue ball.,AB-AB-AB,a yellow ball and a blue ball,a yellow ball and a blue ball,a yellow ball and a blue ball,yellow,blue,green,grey,Bad,Good
Martyetal_2022,Exp_6,59,Test,Low,Negative,SI,Good,Mia,It is possible that the mystery box does not contain a yellow ball.,A-D-A,a yellow ball,a grey ball,a yellow ball,yellow,green,blue,grey,Bad,Good
Martyetal_2022,Exp_6,60,Test,Low,Negative,II,Bad,Mia,Either the mystery box does not contain a yellow ball or it does not contain a grey ball.,AB-AB-AB,a yellow ball and a grey ball,a yellow ball and a grey ball,a yellow ball and a grey ball,yellow,grey,green,blue,Bad,Good
Martyetal_2022,Exp_6,61,Test,Low,Positive,DIST,Target,Mia,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-A-A,a green ball,a green ball,a green ball,green,yellow,blue,grey,Bad,Good
Martyetal_2022,Exp_6,62,Test,Low,Negative,DIST,Target,Mia,It is certain that either the mystery box does not contain a yellow ball or it does not contain a grey ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good
Martyetal_2022,Exp_6,63,Test,Low,Positive,SI,Target,Mia,It is possible that the mystery box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,blue,grey,Bad,Good
Martyetal_2022,Exp_6,64,Test,Low,Positive,FC,Target,Mia,It is possible that either the mystery box contains a yellow ball or it contains a green ball.,A-C-A,a yellow ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good
